Sentence_ID	Sentence_Index	Aspect_Index	Aspect	Dep_Words	Aspect_Polarity
1490	710	0	fresh mozzerella slices	['and', 'Both', 'the', 'slice', 'phenomenal']	positive
1490	710	1	Plain Cheese slice	['phenomenal', 'the', 'slices']	positive
1548	712	0	food	['The', 'overall', 'terrible']	negative
1709	714	0	food	['the', 'something']	negative
1550	715	0	food	['with', 'the', 'ie', 'expect', 'turnover']	positive
3305	716	0	Filet Mignon with garlic mash	['had']	neutral
874	717	0	pre-theater menu	['pre', '1995', 'for', 'specifically', 'the', 'went']	positive
874	717	1	roasted tomato soup with chevre	['1995', 'frites', 'for']	positive
874	717	2	steak frites	['chevre']	positive
874	717	3	creme brulee	['1995']	positive
3116	718	0	waitstaff	['The', 'attentive', 'polite', 'helpful']	positive
3353	721	0	bread	['makes', 'the', 'beginning', 'tasty']	positive
3353	721	1	pizza	['a', 'Peter', 'that', 'Favourite', 'warned', 'is', 'actually', 'arugula', 'prosciutto', 'delicious', 'the', 'margarite', 'comes']	positive
3353	721	2	margarite pizza with cold prosciutto and baby arugula on top	['a', 'that', 'Favourite', 'warned', 'is', 'actually', 'tasty', 'delicious', 'the', 'Peter', 'comes']	neutral
3353	721	3	salad	['a', 'warned', 'like']	neutral
3353	721	4	Peter's Favourite pizza with prosciutto and baby arugula	['a', 'cold', 'Peter', 'that', 'warned', 'is', 'actually', 'tasty', 'delicious', 'the', 'margarite', 'top', 'comes']	neutral
2081	722	0	prices	['high', 'the']	conflict
533	723	0	bruschettas	['of', 'selection', 'paninis']	positive
533	723	1	paninis	['bruschettas']	positive
533	723	2	tramezzinis	['selection', 'ROOT', 'keep']	positive
972	724	0	waiters	['go', 'the']	positive
972	724	1	diners	['lots', 'of']	neutral
3420	725	0	chef	['the', 'given']	positive
3420	725	1	dishes	['cuisine', 'that', 'burn', 'some', 'Indian', 'tasty', 'innovative', 'with', 'or']	positive
3420	725	2	cuisine	['given', 'old', 'dishes', 'burn', 'an', 'to']	neutral
3420	725	3	Indian	['heavy', 'burn', 'are', 'dishes', 'genuinely']	positive
2329	726	0	owner	['The', 'caters']	positive
1827	727	0	food	['and', 'his', 'takes', 'business', 'in']	positive
878	730	0	meal	['a', 'enjoyable', 'want', 'Montparnasse']	positive
878	730	1	pre-theater prix-fixe	[]	positive
2891	731	0	food	['and', 'with', 'provided', 'quality', 'wine']	positive
2891	731	1	wine	['food', 'provided']	positive
2891	731	2	dining	['experience']	positive
2276	733	0	menu	['helped', 'The', 'photobook']	positive
2276	733	1	fried chicken	['and', 'chop', 'the', 'dishes', 'pick']	neutral
2276	733	2	pork chop	['chicken', 'pick']	neutral
2276	733	3	noodle dishes	['chicken', 'pick']	neutral
3414	735	0	Indian food	['better', 'all', 'imagine']	positive
209	736	0	privacy	['a', 'table', 'little', 'for']	positive
209	736	1	corner booth table	['the', 'privacy', 'get']	positive
209	736	2	place	['date', 'Great', 'ROOT', 'romantic']	positive
1228	738	0	manager	['the', 'told']	negative
1228	738	1	open faced cheese sandwich	['asked', 'for', 'an']	neutral
2077	742	0	breads	['as', 'good', 'ROOT']	positive
3554	743	0	naan	['real', 'ask', 'for']	neutral
410	744	0	squid	['some', 'fans', 'visit', 'until', 'inedible']	negative
410	744	1	half-price Saturday night option	['of', 'fans', 'the', 'half']	positive
3492	746	0	Pizza	['terrific']	positive
3492	746	1	homemade pasta	['terrific', 'as', 'is']	positive
2439	748	0	value ofr money	['on', 'all', 'points', 'place']	positive
3280	750	0	soup	['is', 'oz', 'which', 'the', 'ROOT', 'Example']	positive
3280	750	1	mushrooms	['dollars', 'the', '1oz', 'oz']	positive
2189	751	0	Service	['star', 'thats']	conflict
3573	752	0	waiting	['!', 'people']	negative
277	753	0	beginning appetizers	['From', 'delighted']	positive
277	753	1	scallops	['the', 'incredible']	positive
277	753	2	chocolate souffle with rasberry mint sorbet	['to', 'the', 'delicious', 'incredible']	positive
277	753	3	taste	['sensations']	positive
2811	756	0	Japanese Tapas	['Consistently', 'good', 'ROOT']	positive
3020	758	0	fish	['everything', 'the', 'rice', 'from']	positive
3020	758	1	rice	['to', 'the', 'fish', 'seaweed']	positive
3020	758	2	seaweed	['to', 'the', 'rice']	positive
2912	762	0	dishes	['The', 'offered']	positive
2912	762	1	lamb sausages	['tasty', 'the', 'from', 'sardines']	positive
2912	762	2	sardines with biscuits	['sausages', 'had', 'shrimp']	positive
2912	762	3	large whole shrimp	['sardines', 'cream']	positive
2912	762	4	pistachio ice cream	['to', 'amazing', 'the', 'shrimp']	positive
1702	764	0	food	['The', 'reliable']	positive
1702	764	1	price	['the', 'moderate']	neutral
882	766	0	ambiance	['and', 'the', 'great', 'atmosphere']	positive
882	766	1	atmosphere	['great', 'ambiance']	positive
882	766	2	food	['better', 'and', 'the', 'service']	negative
882	766	3	service	['food', 'better']	negative
628	769	0	server	['served', 'The', 'cool']	positive
628	769	1	food	['and', 'us', 'smile', 'our', 'served', 'drinks']	neutral
628	769	2	drinks	['food', 'served']	neutral
628	769	3	served	['food', 'drinks', 'server', 'cool']	positive
3563	770	0	food	['of', 'search']	neutral
727	771	0	sushi	['the', 'there', 'for']	positive
727	771	1	thai food	['the', 'is']	positive
1925	772	0	Chef	['Narone']	negative
3144	775	0	service	['the', 'rude']	negative
3144	775	1	table	['my', 'share']	negative
1487	779	0	garlic	['and', 'fresh', 'tomatoes']	positive
1487	779	1	fresh tomatoes	['garlic', 'good', 'with']	positive
1487	779	2	sauce on the pizza	['The', 'good']	positive
2120	780	0	outdoor seating	['perfect', 'have']	positive
1868	781	0	mesclun	['and', 'had', 'the', 'salmon', 'cream']	positive
1868	781	1	salmon	['had', 'mesclun']	positive
1868	781	2	ice cream	['had', 'mesclun']	positive
1868	781	3	courses	['3', 'enjoyed']	positive
770	782	0	wait	['the', 'minutes']	neutral
2205	783	0	food	['The', 'good']	positive
2205	783	1	place	['a', 'certainly', 'good', 'relaxing', 'is', 'it', "n't", 'go']	negative
1940	785	0	staff	['fare', 'and', 'Super', 'knowledgable', 'brunch', 'ROOT', 'friendly']	positive
1940	785	1	bistro fare	['fabulous', 'staff']	positive
1940	785	2	chilaquiles	['the', 'awesome']	positive
1940	785	3	jazz brunch	['a', 'great', 'awesome', 'live', 'wonderful', 'with', 'staff']	positive
1940	785	4	live jazz	['with', 'great', 'brunch', 'awesome']	positive
2451	786	0	prices	['The', 'fantastic']	positive
1632	788	0	bill	['about', 'the', 'quibbles']	conflict
1632	788	1	measures of liquers	['off', 'house', 'pour', 'which', 'the', 'by']	positive
1961	789	0	table service	['The', 'attentive', 'industry']	conflict
1961	789	1	service	['table', 'The', 'attentive', 'industry']	neutral
710	790	0	thai food	['be', 'is']	neutral
911	791	0	Food	['good']	positive
911	791	1	pork belly	['wish', 'the']	negative
911	791	2	fat	['more']	negative
2903	794	0	food	['the', 'fine']	positive
1887	795	0	tables	['close', 'the']	negative
1887	795	1	dinner	['a', 'enjoy', 'nice']	positive
1887	795	2	place	['a', 'beautiful', "'s", 'enjoy', 'nosiy', 'it', 'still']	positive
1273	797	0	pizza	['the', 'tastes']	positive
590	798	0	bar	['the', 'at', 'Nose']	neutral
179	801	0	Service	['great', 'prompt', 'friendly']	positive
109	802	0	lamb chop	['a', 'oil', 'eat']	positive
109	802	1	salads	['the', 'nice']	positive
109	802	2	lemon	['and', 'virgnin', 'extra']	positive
109	802	3	extra virgnin olive oil	['lemon', 'dressed', 'chop', 'as', 'delicious', 'with']	positive
339	803	0	sushi	['awful', 'The']	negative
2487	805	0	meal	['excellent', 'an', 'get']	positive
2487	805	1	cost	['the', 'Avenue', 'for', 'here', 'one']	conflict
2487	805	2	dishes	['the', 'here', 'dainty']	positive
499	806	0	Pastrami sandwich	['wash', 'The', 'buttah']	positive
499	806	1	beer	['pickles', 'cold', 'icy', 'buttah', 'an']	positive
499	806	2	pickles	['and', 'beer', 'with', 'buttah', 'experience']	positive
2589	807	0	plain pizza	['drenched', 'The', 'soggy', 'mushroom', 'nothingon']	negative
2589	807	1	truffle oil	['middle', 'with', 'drenched']	neutral
2589	807	2	wild mushroom(third generation-Fornini) pizza	['soggy', 'mushroom', 'plain', 'nothingon', 'drenched', 'The']	positive
3701	808	0	omelletes	['Late', 'good', 'nite']	negative
3050	810	0	tip	['small', 'complained', 'about', 'the']	negative
1185	811	0	lunch	['a', 'dinner', 'cheap', 'or', 'pick']	positive
1185	811	1	dinner	['lunch', 'pick']	positive
1555	812	0	counter	['this', 'squeezed', 'Behind', 'in']	negative
1032	815	0	fish	['and', 'Mizu', 'service', 'be', 'with', 'ROOT', 'there', 'will', 'need', 'quality']	positive
1032	815	1	service	['great', 'fish']	positive
1032	815	2	Sushi fix	['a', 'need']	positive
1124	816	0	waitress	['Our', 'accomodating', 'sweet']	positive
1663	817	0	reservation sigh	['not', 'them', 'with', 'empty']	neutral
1663	817	1	table	['a', 'for', 'wait']	negative
1690	818	0	food	['there', 'take']	negative
788	819	0	place	['this', 'look']	conflict
1780	820	0	menu	['a', 'limited', 'done', 'Despite']	negative
1780	820	1	food art	['of', 'work']	positive
742	821	0	outdoor atmosphere	['The', 'wonderful', 'sitting']	positive
1471	822	0	toppings	['$']	neutral
3352	826	0	pizza	['restaurant']	positive
3315	827	0	service	['and', 'great', 'that', 'food', 'to', 'Add']	positive
3315	827	1	food	['great', 'Add', 'service']	positive
3315	827	2	price	['a', 'Add', 'at', 'reasonable']	positive
3393	828	0	Thai food	['seem', 'like', 'Aunthentic']	negative
2157	829	0	bagels	['of', 'share']	neutral
3018	830	0	bills	['the', 'were']	negative
257	832	0	scallion pancakes	['and', 'dumplings', 'The', 'ordinary']	neutral
257	832	1	fried dumplings	['pancakes', 'ordinary']	neutral
813	833	0	appetizers	['and', 'All', 'fabulous', 'salads', 'the']	positive
813	833	1	salads	['appetizers', 'fabulous']	positive
813	833	2	steak	['the', 'watering']	positive
813	833	3	pasta	['the', 'delicious']	positive
2862	834	0	table	['of', 'rest', 'having', 'promised', 'served', 'the', 'undercooked']	negative
2862	834	1	served	['we', 'dishes', 'had', 'been', 'were', 'table', 'ROOT', 'having']	negative
2862	834	2	dishes	['served', 'received', 'ordered', 'charged']	negative
2862	834	3	table	['of', 'rest', 'having', 'promised', 'served', 'the', 'undercooked']	negative
2862	834	4	served	['we', 'dishes', 'had', 'been', 'were', 'table', 'ROOT', 'having']	negative
2862	834	5	bill	['on', 'we', 'been', 'should', 'have', 'our', 'than', 'more']	negative
3292	835	0	Service	['notch']	positive
3343	836	0	food	['The', 'inconsistent']	negative
3135	838	0	dumpling	['of', 'kind', 'etc']	positive
2018	841	0	fondue appetizer	['our', 'after', 'full']	neutral
3551	842	0	spice	['request', 'extra']	neutral
2355	843	0	Octopus salad	['the', 'by', 'floored']	positive
3178	844	0	foods	['the', 'cooking', 'in']	negative
3178	844	1	MSG cooking	['of', 'foods', 'using']	negative
2211	846	0	Tom Kha soup	['the', 'pathetic']	negative
2317	847	0	Bombay beer	['a', 'started', 'with', 'which', 'big']	positive
175	848	0	decor	['vibrant', 'The', 'eye']	positive
175	848	1	dining hall	['of', 'great', 'the', 'which', 'side']	positive
175	848	2	semi-private boths	['vibrant', 'several', 'with', 'side', 'semi']	positive
1609	849	0	Service	['quick']	positive
1057	853	0	service	['slow']	negative
3188	854	0	office lunch	['Went', 'for', 'an']	neutral
2882	857	0	sweet lassi	['The', 'excellent']	positive
2882	857	1	lamb chettinad	['and', 'naan', 'as', 'excellent', 'the', 'was']	positive
2882	857	2	garlic naan	['chettinad', 'the', 'excellent']	positive
2882	857	3	rasamalai	['the', 'forgettable']	negative
1948	858	0	bistro fare	['with', 'innovations']	positive
1948	858	1	chef	['Lyle']	positive
1948	858	2	food	['Lyle', 'following']	positive
2041	859	0	lambchops	['thing', 'the', 'ROOT', 'were']	positive
1656	861	0	spicy tuna	['and', 'The', 'salmon', 'best']	positive
1656	861	1	salmon	['tuna', 'best']	positive
3440	862	0	seafood	['Even', 'high', 'good', 'its', 'though']	positive
3440	862	1	prices	['high', 'the']	negative
870	863	0	food	['the', 'good']	positive
870	863	1	prices	['the', 'reasonable']	positive
2986	864	0	owners	['the', 'who', 'Frederick', 'greeted', 'Steven', 'went', 'by']	positive
2986	864	1	hosts	['to', 'be', 'way', 'gracious']	positive
284	866	0	quality value	['decrease']	negative
3418	867	0	Meat dishes	['adorn']	neutral
3418	867	1	vegetarian-friendly choices	['of', 'vegetarian', 'number']	positive
83	869	0	prices	['ROOT', 'Reasonable']	positive
2940	870	0	amuse bouche	['offerng', 'complementary']	positive
2940	870	1	dessert	['a', 'small', 'gave', 'celebration']	positive
2940	870	2	tables	['offerng', 'to', 'all']	positive
2940	870	3	service	['bring', 'notch', 'up']	positive
2141	871	0	crunchy tuna	['Try', 'the']	positive
1854	872	0	food	['the', 'come', 'for']	negative
396	873	0	sushi	['restaurants']	positive
614	877	0	live entertainment	['fun', 'with']	positive
614	877	1	special effects	['of', 'kinds', 'Disney', 'type']	positive
3012	878	0	sushi	['perfect', 'try', 'traditional', 'for', 'gari', 'looking', 'side']	positive
3012	878	1	sushi	['perfect', 'try', 'traditional', 'for', 'gari', 'looking', 'side']	positive
2621	879	0	fountain drinks	['refills', 'on']	negative
605	880	0	beers	['over', '100', 'Wow', 'choose']	positive
2017	881	0	portions	['of', 'careful']	positive
2974	882	0	Steak Tartare	['The', 'bet']	positive
2456	883	0	Crab Croquette apt	['the', 'like']	negative
25	884	0	waiter	['our', 'HAPPY', 'SUPER', 'entertainment']	positive
520	885	0	wine	['mention', 'the']	neutral
3383	886	0	house wine	['the', 'unlimited']	positive
2522	897	0	bread	['her', 'comes']	negative
2386	898	0	dim sum servings	['The', 'larger']	neutral
3332	899	0	management	['the', 'changed']	neutral
3332	899	1	door	['big', 'the', 'replaced', 'great']	positive
3332	899	2	glass front	['a', 'replaced', 'for']	negative
717	900	0	meal	['a', 'again', 'good', 'for', 'go']	negative
1345	902	0	Barbecued codfish	['moist']	positive
1345	902	1	seasoning	['bland', 'let', 'by']	negative
1345	902	2	texture	['the', 'fabulous', 'let']	conflict
1345	902	3	spice rub	['a', 'overwhelmed']	negative
1345	902	4	herb mix	['enhance', 'done', 'or', 'sauce']	negative
1345	902	5	sauce	['mix', 'other', 'done', 'enhance']	negative
1159	904	0	dance floor	['HUGE', 'the', 'take', 'to']	positive
1159	904	1	dinner	['After', 'take']	neutral
3547	905	0	value	['gret', 'and', 'food', 'offeres']	positive
3547	905	1	food	['great', 'offeres', 'value']	positive
792	906	0	chef	['and', 'changed', 'owner', 'the', 'Has', 'ROOT']	neutral
792	906	1	owner	['chef']	neutral
2015	907	0	dinner	['early', 'Artisanal', 'had', 'an']	positive
3692	910	0	bacon	['order']	negative
3692	910	1	platter	['take', 'either', 'or', 'sandwiches', 'that']	negative
3692	910	2	in sandwiches	['platter']	negative
3692	910	3	frying	['from', 'is', 'it', 'morning', 'as', 'the', 'order']	negative
3692	910	4	bacos	['turns', 'like', 'hurt']	negative
1209	911	0	Bagels	['Outstanding', 'ROOT', 'but', 'get']	positive
443	912	0	Pizza	['pizza']	positive
443	912	1	crust	['the', 'tastes']	positive
443	912	2	pizza	['that', 'only', 'tastes', 'have', 'NYC', 'the', 'ROOT', 'Pizza']	positive
443	912	3	toppings	['additional', 'have']	neutral
443	912	4	bread	['baked', 'best']	positive
1377	915	0	spot	['perfect', 'the', 'night']	positive
1439	916	0	menu	['the', 'in', 'called', 'section']	negative
1439	916	1	American Chinese food	['!']	negative
2741	917	0	Service	['warm', 'attentive']	positive
2741	917	1	beef carpaachio	['exellent']	positive
2741	917	2	pasta	['fresh', 'well']	positive
2741	917	3	portion	['huge', 'exellent']	positive
370	918	0	kalbi	['and', 'do', 'nebbiolo']	neutral
370	918	1	nebbiolo	['do', 'kalbi']	neutral
599	919	0	Italian food	['and', 'being', 'had', 'Best', 'means']	positive
803	920	0	Italian food	['go', 'wonderful', 'for']	positive
1750	921	0	Located	['ROOT', 'end']	positive
847	923	0	meal	['a', 'real', 'enjoying', 'restaurant']	positive
847	923	1	room	['a', 'saw', 'Yorkers', 'clubhouse']	neutral
847	923	2	clubhouse	['not', 'a', 'fabulous', 'room']	negative
1007	926	0	trays of Dim Sum	['the', 'with', 'walk']	neutral
1161	928	0	bar	['Great', 'ROOT', 'bartenders']	positive
1161	928	1	bartenders	['seen', 'bar', 'gorgeous']	positive
3123	929	0	dessert	['waitress', 'get']	neutral
3123	929	1	waitress	['dessert', 'the', 'but']	negative
3123	929	2	bill	['the', 'through', 'basically', 'us', 'get']	neutral
3405	931	0	cheff	['touch', 'the', "'s", 'gives']	positive
3405	931	1	food	['to', 'the', 'gives']	positive
3702	933	0	cheese	['the', 'existant']	negative
1911	934	0	meal	['a', 'terrific', 'had']	positive
1911	934	1	server	['our', 'guided']	positive
1911	934	2	wine	['a', 'purchase', 'good', 'that', 'guided', 'priced', 'toward', 'nice']	positive
1911	934	3	wine	['a', 'purchase', 'good', 'that', 'guided', 'priced', 'toward', 'nice']	negative
1911	934	4	price rang	['range']	positive
1911	934	5	priced	['similarly', 'wine']	neutral
703	935	0	svc	['The', 'rude']	negative
1000	938	0	food	['The', 'good']	positive
1000	938	1	dishes	['their', 'good', 'especially', 'basic']	positive
1000	938	2	drinks	['the', 'delicious']	positive
3241	939	0	whole grilled fish	['ROOT', 'the', 'hit', 'But', 'was']	positive
1866	940	0	tuna tartare	['and', 'sake', 'had', 'sampler', 'the', 'ravioli']	positive
1866	940	1	sake	['with', 'tartare']	positive
1866	940	2	mushroom ravioli	['had', 'tartare', 'noir']	positive
1866	940	3	pinot noir	['with', 'ravioli']	positive
1866	940	4	chocolate sampler	['had', 'the', 'tartare', 'wine']	positive
1866	940	5	dessert wine	['a', 'with', 'sampler']	positive
2570	941	0	lunch	['enjoy']	positive
280	942	0	food	['The', 'delicious', 'prepared']	positive
280	942	1	service	['friendly', 'along', 'the', 'personable', 'prepared']	positive
1021	943	0	lines	['crowds', 'deal']	negative
1021	943	1	crowds	['with', 'lines', 'or', 'deal']	negative
1729	944	0	Pizza	['good']	positive
610	945	0	shows	['and', 'the', 'characters', 'watching']	positive
610	945	1	food	['ar', 'was']	positive
610	945	2	characters	['watching', 'shows']	positive
3211	946	0	waiter	['tries', 'the', 'by']	negative
3211	946	1	beers	['full', 'had']	neutral
3211	946	2	manager	['the', 'approached', 'told']	negative
3211	946	3	reservations	['needed', 'with']	positive
2984	947	0	dinner	['recomend', 'for']	negative
1429	948	0	Sauce	['watery']	negative
1429	948	1	food	['the', 'have']	negative
1429	948	2	flavor	['much', 'have']	negative
1855	949	0	Sangria	['enjoy']	positive
3409	950	0	indian cuisine	['eating']	positive
579	951	0	pasta dish	['a', 'opted', 'for']	positive
579	951	1	served	['timely', 'fresh', 'opted', 'they', 'were']	positive
3670	952	0	bread	['the', 'wrong', 'came', 'First']	negative
3670	952	1	appetizer	['the', 'with', 'tried', 'came']	neutral
3670	952	2	glass of wine	['a', 'second', 'order']	neutral
3670	952	3	main course	['my', 'order', 'for']	neutral
685	953	0	neighborhood	['a', 'and', 'great', 'sure', 'is', 'dined', 'in', 'has', 'Saul']	positive
685	953	1	food	['great', 'has']	positive
428	954	0	Thai food	['decent', 'lacking', 'in']	positive
3378	955	0	waiter	['the', 'from', 'get']	negative
779	956	0	hosting staff	['the', 'having']	negative
779	956	1	reservations	['Make']	negative
779	956	2	reservation	['a', 'with', 'arrived']	neutral
779	956	3	seating	['guests']	negative
916	957	0	food	['The', 'average', 'above']	positive
916	957	1	dishes	['tasty', 'average', 'some', 'including']	positive
2194	958	0	specials	['on', 'place', 'or', 'ingredients']	negative
2194	958	1	ingredients	['specials', 'fresh', 'place', 'necessary', 'which']	negative
2194	958	2	thai	['good', 'necessary', 'for']	neutral
1066	959	0	apetizers	['and', 'food', 'Other', 'ROOT']	neutral
1066	959	1	food	['apetizers']	neutral
127	960	0	noodle and rices dishes	['taste', 'The']	positive
427	961	0	food	['The', 'good']	positive
2298	962	0	crust	['The', 'thin']	positive
2298	962	1	staff	['the', 'friendly']	positive
2298	962	2	ingredients	['fresh', 'the']	positive
3169	964	0	bagel	['a', 'place', 'expensive']	neutral
3335	965	0	food	['watery', 'raw', 'the']	negative
3335	965	1	vegetables	['raw', 'the']	negative
3335	965	2	sauce	['watery']	negative
2356	966	0	fried clams	['the', 'make', 'kick']	positive
1199	967	0	sauces	['The', 'exciting', 'used']	negative
2444	968	0	lunch menu	['is', 'secret', 'offers', 'which', 'the', 'ROOT']	positive
2444	968	1	appetizer	['a', 'complimentary', 'ordered', 'entree']	positive
2444	968	2	entree	['with', 'every', 'appetizer']	positive
340	970	0	rice	['cooked', 'The', 'quality']	negative
340	970	1	quality	['poor', 'and', 'was', 'cooked', 'rice', 'ROOT']	negative
340	970	2	cooked	['was', 'rice', 'quality', 'badly']	negative
228	971	0	champagne	['and', 'had', 'caviar']	positive
228	971	1	caviar	['champagne', 'had']	positive
651	972	0	shrimp scampi	['The', 'excellent']	positive
651	972	1	antipasti	['plentiful', 'the']	positive
1930	974	0	dessert	['my', 'came']	neutral
1930	974	1	waiter	['the', 'because', 'asked']	positive
2090	975	0	dim sum combo	['10', 'great', '$', 'bite', 'which', 'got', 'the']	positive
2433	977	0	seating	['limited', 'is']	negative
2433	977	1	food	['getting']	neutral
2433	977	2	wait	['a', 'be', 'getting', 'is', 'there', 'substantial', 'can']	negative
1949	978	0	martini	['a', "'s", 'just', 'mind', 'it', 'quick', 'go', 'bar', 'If']	neutral
1949	978	1	bar	['mind', 'martini', 'at', 'recommend', 'the', 'or']	neutral
1949	978	2	Roast Chicken	['blowing']	positive
301	980	0	table	['insde', 'our', 'outside', 'nice']	neutral
301	980	1	insde table	['our', 'outside', 'nice']	positive
301	980	2	wait	['a', 'outside', 'was', 'long']	negative
942	982	0	prices	['The', 'low']	positive
2887	983	0	chicken vindaloo	['the', 'get']	neutral
2887	983	1	spicy food	['like']	neutral
2398	985	0	lunch specials	['their', 'cheap', 'lays', 'delicious', 'in']	positive
53	986	0	bar food	['the', 'more', 'than', 'usual']	positive
53	986	1	menu	['enjoy', 'the']	positive
53	986	2	hand-crafted beers	['of', 'hand', 'their', 'one']	positive
2025	989	0	drink	['ROOT', 'free', 'No']	neutral
259	991	0	food	['and', 'the', 'service', 'excellent']	positive
259	991	1	service	['food', 'excellent']	positive
1211	993	0	capex	['the', 'keep']	positive
1211	993	1	bagels	['put', 'into', 'the']	neutral
1312	995	0	chefs	['star', 'The', 'open', 'two', 'left']	neutral
1565	996	0	decor	['on', 'waste']	neutral
2959	997	0	back garden	['open']	positive
2959	997	1	outdoor seatin	['seating']	positive
1659	999	0	nigiri	['of', 'good', 'pieces']	neutral
839	1000	0	architecture	['surrounding', 'Given', 'has', 'the', 'incredible']	positive
839	1000	1	place	['this', 'has']	negative
457	1001	0	dinner	['an', 'call', 'italian']	neutral
3086	1003	0	drinks	['the', 'unique', 'pack']	positive
3086	1003	1	place	['the', 'hangout']	negative
531	1005	0	food	['remains', 'the']	positive
450	1006	0	eggplant	['Their', 'delicate']	positive
3263	1008	0	food	['of', 'bite', 'Kai']	positive
2939	1009	0	food	['of', 'all', 'quality', 'the', 'excellent']	positive
2939	1009	1	quality of food	['considering', 'all', 'the', 'excellent']	positive
2939	1009	2	priced	['most', 'moderately', 'restaurants']	neutral
2606	1011	0	mushroom pizza	['got', 'the', 'tasted', 'which']	positive
2019	1012	0	cod with paella	['the', 'had']	negative
2019	1012	1	fish and chips	['spicy', 'classic', 'of', 'eater', 'had', 'pieces', 'big', 'the']	negative
2019	1012	2	serving	['big']	negative
2019	1012	3	fish	['and', 'classic', 'of', 'had', 'pieces', 'the', 'chips']	neutral
2019	1012	4	fries	['of', 'basketful']	neutral
1797	1013	0	place	['a', 'convenient', 'Pony', 'ruined']	positive
1797	1013	1	service	['lousy', 'by', 'ruined']	negative
1731	1015	0	calamari	['on', 'the', 'pass']	negative
2791	1016	0	porcini mushroom pasta special	['The', 'tasteless']	negative
2791	1016	1	seafood tagliatelle	['was', 'the', 'so', 'tasteless']	negative
3261	1017	0	spicy wontons	['and', 'Try', 'the', 'shrimps']	positive
3261	1017	1	salt pepper shrimps	['Try', 'wontons', 'the']	positive
1586	1018	0	FOOD PORTIONS	['LARGE', 'THE']	positive
1893	1019	0	fries	['The', 'yummy']	positive
309	1020	0	staff	['informative', 'Friendly']	positive
309	1020	1	bar service	['raw', 'attentive', 'prompt', 'Friendly']	positive
2290	1021	0	Taiwanese food	['NY', 'ROOT', 'Best']	positive
736	1023	0	food	['great', 'stop', 'for']	positive
2784	1024	0	pastas	['the', 'All', 'fantastic']	positive
2784	1024	1	homemade lasagna	['the', 'some']	positive
369	1029	0	dessert menu	['a', 'offered']	neutral
369	1029	1	tip	['a', '10', 'generous', 'percent', 'which', 'left']	positive
3279	1030	0	prices	['the', 'get']	negative
1792	1034	0	staff	['ignored', 'The']	negative
166	1035	0	service	['such', 'with', 'rude', 'paired']	negative
1727	1037	0	music	['taste', 'in']	positive
1727	1037	1	in-house lady DJ	['has', 'The', 'nights', 'takes', 'in']	positive
2425	1038	0	rolls	['need', 'three']	neutral
3508	1041	0	wine list	['Great', 'Sara', 'priced']	positive
3508	1041	1	priced	['reasonably', 'list']	positive
1541	1042	0	hot dogs	['The', 'cold']	negative
1541	1042	1	buns	['the', 'stale']	negative
1037	1043	0	food	['the', 'excellent']	positive
2288	1044	0	Beef noodle soup	['good']	positive
2585	1046	0	Delivery service	['great']	positive
1386	1047	0	food	['flavors', 'The', "'s"]	positive
1386	1047	1	Thai cuisine	['of', 'authentic', 'beauty']	positive
1386	1047	2	flavors	['food', 'overwhelm', 'dazzling']	positive
1378	1048	0	service	['recieved', 'prompt']	positive
438	1049	0	pizza	['a', 'into', 'good', 'VT', 'make']	negative
232	1050	0	place	['delightful', 'The', 'quiet']	positive
3621	1055	0	food	['The', 'diamond', 'the', 'homemade', 'delicious']	positive
3621	1055	1	food	['The', 'diamond', 'the', 'homemade', 'delicious']	positive
3621	1055	2	herbs	['and', 'of', 'balance', 'tomatoes']	positive
3621	1055	3	tomatoes	['herbs', 'balance']	positive
3489	1057	0	food	['the', 'like']	positive
3600	1058	0	shredded cheese	['looked', 'like']	negative
3519	1059	0	prices	['and', 'ambience', 'The', 'great']	positive
3519	1059	1	ambience	['prices', 'great']	positive
1183	1060	0	soup	['The', 'good']	positive
2663	1061	0	reservation	['a', 'get']	positive
857	1062	0	root vegetables	['consomme', 'humble', 'or', 'enjoyed']	positive
857	1062	1	mushroom consomme	['a', 'vegetables', 'enjoyed']	positive
857	1062	2	chef	['this', 'accomplishes']	positive
1118	1063	0	served	['try', 'to', 'Mike', 'be']	positive
2915	1066	0	food	['not', 'the']	neutral
2915	1066	1	ambiance	['not', 'the']	neutral
2915	1066	2	service	['not', 'the']	neutral
2915	1066	3	wait staff	['and', 'rude', 'get', 'reviews', 'you', 'the']	negative
662	1068	0	Shabu-Shabu dinner	['and', 'fresh', 'the', 'Shabu', 'beef']	neutral
662	1068	1	beef	['fresh', 'the', 'dinner']	positive
3599	1069	0	pizza	['delivered', 'The']	negative
3599	1069	1	cheese	['the', 'melted']	negative
502	1070	0	food	['the', 'night']	positive
981	1071	0	comfort	['and', 'of', 'decor', 'lack']	negative
981	1071	1	decor	['lack', 'comfort']	negative
981	1071	2	wait staff	['and', 'notorious', 'slow', 'meals']	negative
981	1071	3	meals	['quick', 'notorious', 'horribly', 'staff']	negative
981	1071	4	pho	['vegtables', 'i', 'been', "'ve", 'to', 'delicious', 'the', 'ever', 'comes', 'restaurants']	positive
981	1071	5	vegtables	['with', 'fresh', 'pho']	positive
1987	1072	0	service	['and', 'par', 'give', 'food', 'that', 'ambiance']	neutral
